      8.5    0.0192 0.0209407 0.0221493 0.0252252 0.0274324 0.0278716 0.0442681 0.0492689 0.0529452 0.0567397 0.0629911 0.0720841 0.0857269 0.0936226 0.0997054  0.107695
      8.6 0.0155689 0.0183777 0.0184748 0.0198249 0.0199877 0.0305883 0.0440399 0.0493085 0.0496802 0.0590427 0.0656659 0.0802644 0.0828388 0.0880501 0.0915791  0.104648
      8.7 0.0132055 0.0156682 0.0169817 0.0189767 0.0208767 0.0333526 0.0394573 0.0463527 0.0561675 0.0613378  0.068295 0.0771761 0.0794298  0.089644   0.09127  0.101762
      8.8 0.0141618 0.0165021 0.0181647 0.0183543 0.0218733 0.0355157 0.0361896 0.0427206 0.0636631 0.0662277 0.0672038 0.0709271 0.0754514 0.0877926 0.0990288  0.107244
      8.9 0.0138897 0.0179223 0.0202921 0.0208868 0.0229902 0.0321748 0.0383257 0.0391369  0.058167 0.0660614 0.0709276 0.0736137 0.0826541 0.0859938 0.0964425  0.113824
        9 0.0146666 0.0176513 0.0226181 0.0242486 0.0250235 0.0293753 0.0327414 0.0422452  0.050046 0.0659663 0.0685853  0.076415 0.0789565 0.0842085 0.0939957  0.110537
      9.1  0.016174 0.0175179 0.0248942 0.0256801 0.0270024 0.0270505 0.0287264  0.042795 0.0455826 0.0607479 0.0654237 0.0713037 0.0794068  0.082388 0.0857682 0.0916804
      9.2 0.0175035 0.0181226 0.0238347 0.0251339 0.0270552 0.0273308 0.0320368 0.0363607 0.0492416 0.0554902 0.0720954 0.0743126 0.0804726 0.0826548 0.0826916 0.0894877
      9.3 0.0175945 0.0203196 0.0233519 0.0235629 0.0290981 0.0292684 0.0306969 0.0350305 0.0504051 0.0533512 0.0777549 0.0783927 0.0789834  0.084657 0.0864182 0.0874075
      9.4 0.0177817 0.0222814 0.0226564 0.0237443 0.0257766 0.0310403 0.0315937 0.0377789 0.0456634 0.0580983 0.0603326 0.0760721  0.081857 0.0844136 0.0854286 0.0874341
      9.5 0.0180594 0.0212403 0.0216038 0.0242144 0.0250798 0.0329051  0.034463 0.0373839 0.0403431 0.0413778 0.0517414 0.0637657 0.0734359 0.0835356 0.0870048 0.0885615
      9.6 0.0182255 0.0184262 0.0203982 0.0246865 0.0254801 0.0275698 0.0315001 0.0347169 0.0376025 0.0381288 0.0427753 0.0704242 0.0708039 0.0785651 0.0817131 0.0920446
      9.7 0.0157345 0.0188842 0.0190334 0.0197205 0.0197212 0.0252406 0.0301281 0.0343443 0.0365003 0.0430265 0.0451211 0.0670086 0.0692636 0.0799402 0.0799802 0.0912323
      9.8 0.0137674 0.0142397 0.0158928 0.0191792 0.0194398 0.0259486 0.0315767 0.0327711 0.0382804 0.0474224 0.0499679 0.0607054 0.0632095 0.0781916 0.0889519 0.0927119
      9.9 0.0127331 0.0137828 0.0148778 0.0187519 0.0201038 0.0268499 0.0292534 0.0355281 0.0400844 0.0497207 0.0529106 0.0591041 0.0606416 0.0764367 0.0867747 0.0976957
